id,drupal_id,drupal_uuid,name,slug,status,description,headquarters,employees,projects_completed,phone,email,website,migration_status,migration_action
9f12d0b1-5855-4849-a0e7-08ad637fafd3,1103,"9f12d0b1-5855-4849-a0e7-08ad637fafd3","CME JV ","1103",published,"","",,,"","","",skipped,skipped
b09e1ffa-8762-4d48-9336-21f77f63adbf,1105,"b09e1ffa-8762-4d48-9336-21f77f63adbf","UK-Rwanda Migration","1105",published,"","",,,"","","",skipped,skipped
0a8fb0f0-69e9-48b8-a068-158bf140e9ba,1110,"0a8fb0f0-69e9-48b8-a068-158bf140e9ba","U.S. Agency for International Development","1110",published,"","",,,"","","",skipped,skipped
b62bbd18-bb11-4c20-a696-08fa99416938,1121,"b62bbd18-bb11-4c20-a696-08fa99416938","Zimbabwe Multi-donor Trust Fund","1121",published,"","",,,"","","",skipped,skipped
18cb4af2-9e1d-4f20-9cf0-0096a67390de,1123,"18cb4af2-9e1d-4f20-9cf0-0096a67390de","Ministère de l’Eau","1123",published,"","",,,"","","",skipped,skipped
ab7a0b58-d1b3-4df1-9da8-170fefb25be2,1124,"ab7a0b58-d1b3-4df1-9da8-170fefb25be2","De l’Energie et des Hydrocarbures (MEEH)","1124",published,"","",,,"","","",skipped,skipped
9a462a17-9bbc-4722-b0e3-78998d14da4c,1125,"9a462a17-9bbc-4722-b0e3-78998d14da4c","Transition Support Facility","1125",published,"","",,,"","","",skipped,skipped
f1b6c930-1c07-4897-9aa9-f74f1ef494a5,1128,"f1b6c930-1c07-4897-9aa9-f74f1ef494a5","Ministry of Mines","1128",published,"","",,,"","","",skipped,skipped
eefbb1b8-cd8b-455f-9c35-9e9eef889a8d,1129,"eefbb1b8-cd8b-455f-9c35-9e9eef889a8d","Energy and Water Deve","1129",published,"","",,,"","","",skipped,skipped
0be055f4-d8ac-4b56-9b3a-069c80ef7c03,1133,"0be055f4-d8ac-4b56-9b3a-069c80ef7c03","Direction de l'Eau et de l'Assainissemen","1133",published,"","",,,"","","",skipped,skipped
941b9125-57bc-4861-ac71-5ee3a9ae50ed,1136,"941b9125-57bc-4861-ac71-5ee3a9ae50ed","Rural Water Supply & Sanitation","1136",published,"","",,,"","","",skipped,skipped
6d9738ca-3056-4756-9f81-49971bee6252,1138,"6d9738ca-3056-4756-9f81-49971bee6252","JIRO SY RANO","1138",published,"","",,,"","","",skipped,skipped
8ad435b6-fd43-449a-870a-f80b9ea38532,1141,"8ad435b6-fd43-449a-870a-f80b9ea38532","National Directorate of Water","1141",published,"","",,,"","","",skipped,skipped
5a51c52d-ad82-4df3-9f07-e9aa1ae33ca0,1144,"5a51c52d-ad82-4df3-9f07-e9aa1ae33ca0","Ministère des Finances et de l'Economie","1144",published,"","",,,"","","",skipped,skipped
2135d31e-247f-4599-845b-d45511eb1dfc,1147,"2135d31e-247f-4599-845b-d45511eb1dfc","MINISTRY OF IRRIGATION AND WATER DEVELOPMENT","1147",published,"","",,,"","","",skipped,skipped
f157787c-c8b7-4b3e-a0e5-513218dae118,1149,"f157787c-c8b7-4b3e-a0e5-513218dae118","SA TAXI DEVELOPMENT FINANCE PROPRIETARY LIMITED","1149",published,"","",,,"","","",skipped,skipped
a1e8cc4c-72d7-44d1-83ae-197852b64d7a,1153,"a1e8cc4c-72d7-44d1-83ae-197852b64d7a","City of Windhoek","1153",published,"","",,,"","","",skipped,skipped
2901e55e-bdb5-4723-9de0-434751036ea5,1155,"2901e55e-bdb5-4723-9de0-434751036ea5","Government of the Republic of Namibia (GRN)","1155",published,"","",,,"","","",skipped,skipped
dea2ab71-d331-44df-a07e-84f32cc7a0c9,1158,"dea2ab71-d331-44df-a07e-84f32cc7a0c9","ZIMBABWE ELECTRICITY SUPPLY AUTHORITY","1158",published,"","",,,"","","",skipped,skipped
d22de987-7ac9-4fcb-8716-ca8c3b470d6e,1161,"d22de987-7ac9-4fcb-8716-ca8c3b470d6e","Lesotho Electricity Company (LEC)","1161",published,"","",,,"","","",skipped,skipped
c1e124d3-37b6-4e10-9255-7d0f261fa6cc,1162,"c1e124d3-37b6-4e10-9255-7d0f261fa6cc","Ministry of Finance Lesotho","1162",published,"","",,,"","","",skipped,skipped
43ccfd84-3aab-4a82-beb2-459594b584d4,1167,"43ccfd84-3aab-4a82-beb2-459594b584d4","MINISTRY OF LOCAL GOVERNMENT AND HOUSING","1167",published,"","",,,"","","",skipped,skipped
8a184cd6-54ec-4ee8-bf26-0edf2f41750d,1169,"8a184cd6-54ec-4ee8-bf26-0edf2f41750d","Middle Income Countries Fund","1169",published,"","",,,"","","",skipped,skipped
0a1b0c35-92dd-49a9-b63c-19516798e3cd,1174,"0a1b0c35-92dd-49a9-b63c-19516798e3cd","Ministry of Energy and Water (MINEA)","1174",published,"","",,,"","","",skipped,skipped
7e0f9d2b-d011-4e33-9d73-4d212d3bec6b,1181,"7e0f9d2b-d011-4e33-9d73-4d212d3bec6b","GOVERNMENT OF LESOTHO MINISTRY OF FINANCE","1181",published,"","",,,"","","",skipped,skipped
a33888ce-dddd-4cb7-b1aa-a0f3a5237b59,1186,"a33888ce-dddd-4cb7-b1aa-a0f3a5237b59","Nigerian Trust Fund","1186",published,"","",,,"","","",skipped,skipped
a0be7b17-5135-4e31-9ddf-62a8e522825b,1189,"a0be7b17-5135-4e31-9ddf-62a8e522825b","Accelerated Cofinancing Facility for Africa","1189",published,"","",,,"","","",skipped,skipped
ccae8af1-b0de-4e2e-a95d-69211535e18a,1191,"ccae8af1-b0de-4e2e-a95d-69211535e18a","Ministry of Finance Nambia","1191",published,"","",,,"","","",skipped,skipped
d6d563b9-0fae-4eb8-9d0f-72a296a8fcd3,1197,"d6d563b9-0fae-4eb8-9d0f-72a296a8fcd3","MINISTERE DES FINANCES ET DE ECONOMIE DIR. TRESOR","1197",published,"","",,,"","","",skipped,skipped
66ea8ce2-a5c1-41da-a6d4-a6249f020f26,1201,"66ea8ce2-a5c1-41da-a6d4-a6249f020f26","European Commision","1201",published,"","",,,"","","",skipped,skipped
2a671d64-f246-41d4-a273-cec5e2412961,1205,"2a671d64-f246-41d4-a273-cec5e2412961","Government of the East African","1205",published,"","",,,"","","",skipped,skipped
7a3dea76-91af-471b-ab22-2ec81d18667a,1207,"7a3dea76-91af-471b-ab22-2ec81d18667a","Minister for Transport Zimbabwe","1207",published,"","",,,"","","",skipped,skipped
5a0fb296-0a8b-4839-ba77-ee9cd8fee2cc,1208,"5a0fb296-0a8b-4839-ba77-ee9cd8fee2cc","China Harbour Engineering Co., Ltd","1208",published,"","",,,"","","",skipped,skipped
45a84383-92ad-4b5a-9616-807dbc982529,1214,"45a84383-92ad-4b5a-9616-807dbc982529","Ghana National Gas Company (GNGC)","1214",published,"","",,,"","","",skipped,skipped
69343453-4d27-428c-9223-e59e293dded0,1217,"69343453-4d27-428c-9223-e59e293dded0","ANZI Plant and Mining Services ","1217",published,"","",,,"","","",skipped,skipped
63883239-157e-4c70-a4d6-fff55a2a34a5,1227,"63883239-157e-4c70-a4d6-fff55a2a34a5","GOVERNMENT OF GAMBIA MINISTRY OF FINANCE AND TRADE","1227",published,"","",,,"","","",skipped,skipped
662fb24f-d62a-49e8-b30a-593a63817cfc,1231,"662fb24f-d62a-49e8-b30a-593a63817cfc","MINISTERE DE L'ECONOMIE","1231",published,"","",,,"","","",skipped,skipped
82b566d2-5c6d-40b3-8df4-d7bb59e7cefd,1232,"82b566d2-5c6d-40b3-8df4-d7bb59e7cefd","DE LA COOPERATION ET PLAN","1232",published,"","",,,"","","",skipped,skipped
844cbecc-38aa-4b1d-8d59-3cc9bd821b2f,1235,"844cbecc-38aa-4b1d-8d59-3cc9bd821b2f","GOVERNMENT OF SOMALIA","1235",published,"","",,,"","","",skipped,skipped
6241c741-193f-44f3-bdc0-b5e466195de0,1239,"6241c741-193f-44f3-bdc0-b5e466195de0","TM GEOTHERMAL OPERATIONS PLC","1239",published,"","",,,"","","",skipped,skipped
77001296-843c-4aff-98f4-808d20849970,1260,"77001296-843c-4aff-98f4-808d20849970","NATIONAL ROAD AUTHORITHY","1260",published,"","",,,"","","",skipped,skipped
f64e354b-2bd3-4349-97a3-6d5ca629d46c,1269,"f64e354b-2bd3-4349-97a3-6d5ca629d46c","De l'Energie et de l'Hydraulique","1269",published,"","",,,"","","",skipped,skipped
158cfb99-0007-4507-8825-0a80f2590432,1271,"158cfb99-0007-4507-8825-0a80f2590432","MINISTERE DE L'ECONOMIE ET DES FINANCES GOUVERNEMENT DU TOGO","1271",published,"","",,,"","","",skipped,skipped
56729f68-abee-48a0-b5c2-b50f96042f04,1273,"56729f68-abee-48a0-b5c2-b50f96042f04","MINISTERE DU PLAN ET DE LA COOPERATION INTL","1273",published,"","",,,"","","",skipped,skipped
30ceb7e3-49d6-4998-ad7f-f261225a2e46,1275,"30ceb7e3-49d6-4998-ad7f-f261225a2e46","ECOWAS Regional Electricity Regulatory Authority (ERERA)","1275",published,"","",,,"","","",skipped,skipped
3cfda386-9217-4e58-bd8e-72040f8e2dbf,1283,"3cfda386-9217-4e58-bd8e-72040f8e2dbf","Ministry of Finance and Planning Somalia","1283",published,"","",,,"","","",skipped,skipped
7c64b133-20cd-457c-9936-8a5c034c965f,1285,"7c64b133-20cd-457c-9936-8a5c034c965f","Gouvernement des Comores","1285",published,"","",,,"","","",skipped,skipped
285c8ba0-9e2b-4693-8524-53ebd41dfa16,1287,"285c8ba0-9e2b-4693-8524-53ebd41dfa16","IGAD","1287",published,"","",,,"","","",skipped,skipped
6f0841ff-da52-4671-8359-a20c1f7bc921,1298,"6f0841ff-da52-4671-8359-a20c1f7bc921","Government of Morocco","1298",published,"","",,,"","","",skipped,skipped
d3fbd222-2d8c-47e9-ace3-263e268efc8b,1303,"d3fbd222-2d8c-47e9-ace3-263e268efc8b","Ministère des Ressources Hydrauliques et Electricité","1303",published,"","",,,"","","",skipped,skipped
3bc1b78e-76c8-4b11-9e35-983d195192cb,1305,"3bc1b78e-76c8-4b11-9e35-983d195192cb","CERIM Lüderitz Energy","1305",published,"","",,,"","","",skipped,skipped
4f1d8ac6-239b-4b6b-824c-adffdb5c9bf3,1312,"4f1d8ac6-239b-4b6b-824c-adffdb5c9bf3","Ministry of Agriculture","1312",published,"","",,,"","","",skipped,skipped
4d027614-4627-461b-ae7a-f49d9e1e138b,1313,"4d027614-4627-461b-ae7a-f49d9e1e138b","Climate Change and Energy","1313",published,"","",,,"","","",skipped,skipped
1ec17624-ed5e-4ad3-a8ce-e478109b42f7,1316,"1ec17624-ed5e-4ad3-a8ce-e478109b42f7","GOUVERNEMENT DE LA REPUBLIQUE D ANGOLA MINISTERE DES FINANCES","1316",published,"","",,,"","","",skipped,skipped
acb0662f-7e12-4d95-b487-50bea4510855,1329,"acb0662f-7e12-4d95-b487-50bea4510855","MSSRs Mota Engineering Nigeria Limited","1329",published,"","",,,"","","",skipped,skipped
48edf91c-e88b-4ab0-af11-cf37b674e271,1332,"48edf91c-e88b-4ab0-af11-cf37b674e271","Moroccan Office of Hydrocarbons and Mines (ONHYM) ","1332",published,"","",,,"","","",skipped,skipped
de669055-ea3a-4223-a16b-ca7863d7cc97,1335,"de669055-ea3a-4223-a16b-ca7863d7cc97","Missing Link Motorway Co","1335",published,"","",,,"","","",skipped,skipped
0bb1871d-1d5a-4362-ad8c-58a5cdf779f8,1353,"0bb1871d-1d5a-4362-ad8c-58a5cdf779f8","Governments of Rwanda","1353",published,"","",,,"","","",skipped,skipped
38b260c8-680e-4fa5-badf-374de6a51bb4,1354,"38b260c8-680e-4fa5-badf-374de6a51bb4","Governments of Uganda","1354",published,"","",,,"","","",skipped,skipped
d6d865d6-1a14-4814-a637-2377474e8e38,1369,"d6d865d6-1a14-4814-a637-2377474e8e38","Southern Region Water Board (SRWB) ","1369",published,"","",,,"","","",skipped,skipped
0e2f33ea-f927-4d84-b213-f9f493434db6,1371,"0e2f33ea-f927-4d84-b213-f9f493434db6","ENTREPRISE D'ETAT ET ELECTRICITE (EMAE)","1371",published,"","",,,"","","",skipped,skipped
